Row,Answer,app_race_1,app_race_2,app_race_3,app_race_4,app_race_5,co_app_race_1,co_app_race_2,co_app_race_3,co_app_race_4,co_app_race_5
0,Joint_Race_1,1,,21,,,5,,,,
1,Joint_Race_1,1,,21,,,1,5,,,
2,Joint_Race_1,1,,21,,,1,,5,,
3,Joint_Race_1,1,,21,,,1,,,5,
4,Joint_Race_1,1,,21,,,1,,,,5
5,Joint_Race_1,2,,21,,,5,,,,
6,Joint_Race_1,2,,21,,,1,5,,,
7,Joint_Race_1,2,,21,,,1,,5,,
8,Joint_Race_1,2,,21,,,1,,,5,
9,Joint_Race_1,2,,21,,,1,,,,5
10,Joint_Race_1,21,22,41,42,43,5,,,,
11,Joint_Race_1,21,22,41,42,43,3,5,,,
12,Joint_Race_1,21,22,41,42,43,3,,5,,
13,Joint_Race_1,21,22,41,42,43,3,,,5,
14,Joint_Race_1,21,22,41,42,43,3,,,,5
15,Joint_Race_1,22,,21,,,5,,,,
16,Joint_Race_1,22,,21,,,1,5,,,
17,Joint_Race_1,22,,21,,,1,,5,,
18,Joint_Race_1,22,,21,,,1,,,5,
19,Joint_Race_1,22,,21,,,1,,,,5
20,Joint_Race_1,23,,21,,,5,,,,
21,Joint_Race_1,23,,21,,,1,5,,,
22,Joint_Race_1,23,,21,,,1,,5,,
23,Joint_Race_1,23,,21,,,1,,,5,
24,Joint_Race_1,23,,21,,,1,,,,5
25,Joint_Race_1,24,,21,,,5,,,,
26,Joint_Race_1,24,,21,,,1,5,,,
27,Joint_Race_1,24,,21,,,1,,5,,
28,Joint_Race_1,24,,21,,,1,,,5,
29,Joint_Race_1,24,,21,,,1,,,,5
30,Joint_Race_1,25,,21,,,5,,,,
31,Joint_Race_1,25,,21,,,1,5,,,
32,Joint_Race_1,25,,21,,,1,,5,,
33,Joint_Race_1,25,,21,,,1,,,5,
34,Joint_Race_1,25,,21,,,1,,,,5
35,Joint_Race_1,26,,21,,,5,,,,
36,Joint_Race_1,26,,21,,,1,5,,,
37,Joint_Race_1,26,,21,,,1,,5,,
38,Joint_Race_1,26,,21,,,1,,,5,
39,Joint_Race_1,26,,21,,,1,,,,5
40,Joint_Race_1,27,,21,,,5,,,,
41,Joint_Race_1,27,,21,,,1,5,,,
42,Joint_Race_1,27,,21,,,1,,5,,
43,Joint_Race_1,27,,21,,,1,,,5,
44,Joint_Race_1,27,,21,,,1,,,,5
45,Joint_Race_1,3,,21,,,5,,,,
46,Joint_Race_1,3,,21,,,1,5,,,
47,Joint_Race_1,3,,21,,,1,,5,,
48,Joint_Race_1,3,,21,,,1,,,5,
49,Joint_Race_1,3,,21,,,1,,,,5
50,Joint_Race_1,4,,21,,,5,,,,
51,Joint_Race_1,4,,21,,,1,5,,,
52,Joint_Race_1,4,,21,,,1,,5,,
53,Joint_Race_1,4,,21,,,1,,,5,
54,Joint_Race_1,4,,21,,,1,,,,5
55,Joint_Race_1,41,,21,,,5,,,,
56,Joint_Race_1,41,,21,,,1,5,,,
57,Joint_Race_1,41,,21,,,1,,5,,
58,Joint_Race_1,41,,21,,,1,,,5,
59,Joint_Race_1,41,,21,,,1,,,,5
60,Joint_Race_1,42,,21,,,5,,,,
61,Joint_Race_1,42,,21,,,1,5,,,
62,Joint_Race_1,42,,21,,,1,,5,,
63,Joint_Race_1,42,,21,,,1,,,5,
64,Joint_Race_1,42,,21,,,1,,,,5
65,Joint_Race_1,43,,21,,,5,,,,
66,Joint_Race_1,43,,21,,,1,5,,,
67,Joint_Race_1,43,,21,,,1,,5,,
68,Joint_Race_1,43,,21,,,1,,,5,
69,Joint_Race_1,43,,21,,,1,,,,5
70,Joint_Race_1,44,,21,,,5,,,,
71,Joint_Race_1,44,,21,,,1,5,,,
72,Joint_Race_1,44,,21,,,1,,5,,
73,Joint_Race_1,44,,21,,,1,,,5,
74,Joint_Race_1,44,,21,,,1,,,,5
75,Joint_Race_1,27,1,21,,,5,,,,
76,Joint_Race_1,27,1,21,,,1,5,,,
77,Joint_Race_1,27,1,21,,,1,,5,,
78,Joint_Race_1,27,1,21,,,1,,,5,
79,Joint_Race_1,27,1,21,,,1,,,,5
80,Joint_Race_1,27,2,21,,,5,,,,
81,Joint_Race_1,27,2,21,,,1,5,,,
82,Joint_Race_1,27,2,21,,,1,,5,,
83,Joint_Race_1,27,2,21,,,1,,,5,
84,Joint_Race_1,27,2,21,,,1,,,,5
85,Joint_Race_1,25,21,41,42,43,5,,,,
86,Joint_Race_1,25,21,41,42,43,3,5,,,
87,Joint_Race_1,25,21,41,42,43,3,,5,,
88,Joint_Race_1,25,21,41,42,43,3,,,5,
89,Joint_Race_1,25,21,41,42,43,3,,,,5
90,Joint_Race_1,27,22,21,,,5,,,,
91,Joint_Race_1,27,22,21,,,1,5,,,
92,Joint_Race_1,27,22,21,,,1,,5,,
93,Joint_Race_1,27,22,21,,,1,,,5,
94,Joint_Race_1,27,22,21,,,1,,,,5
95,Joint_Race_1,27,23,21,,,5,,,,
96,Joint_Race_1,27,23,21,,,1,5,,,
97,Joint_Race_1,27,23,21,,,1,,5,,
98,Joint_Race_1,27,23,21,,,1,,,5,
99,Joint_Race_1,27,23,21,,,1,,,,5
100,Joint_Race_1,27,24,21,,,5,,,,
101,Joint_Race_1,27,24,21,,,1,5,,,
102,Joint_Race_1,27,24,21,,,1,,5,,
103,Joint_Race_1,27,24,21,,,1,,,5,
104,Joint_Race_1,27,24,21,,,1,,,,5
105,Joint_Race_1,27,25,21,,,5,,,,
106,Joint_Race_1,27,25,21,,,1,5,,,
107,Joint_Race_1,27,25,21,,,1,,5,,
108,Joint_Race_1,27,25,21,,,1,,,5,
109,Joint_Race_1,27,25,21,,,1,,,,5
110,Joint_Race_1,27,26,21,,,5,,,,
111,Joint_Race_1,27,26,21,,,1,5,,,
112,Joint_Race_1,27,26,21,,,1,,5,,
113,Joint_Race_1,27,26,21,,,1,,,5,
114,Joint_Race_1,27,26,21,,,1,,,,5
115,Joint_Race_1,25,27,41,42,43,5,,,,
116,Joint_Race_1,25,27,41,42,43,3,5,,,
117,Joint_Race_1,25,27,41,42,43,3,,5,,
118,Joint_Race_1,25,27,41,42,43,3,,,5,
119,Joint_Race_1,25,27,41,42,43,3,,,,5
120,Joint_Race_1,27,3,21,,,5,,,,
121,Joint_Race_1,27,3,21,,,1,5,,,
122,Joint_Race_1,27,3,21,,,1,,5,,
123,Joint_Race_1,27,3,21,,,1,,,5,
124,Joint_Race_1,27,3,21,,,1,,,,5
125,Joint_Race_1,27,4,21,,,5,,,,
126,Joint_Race_1,27,4,21,,,1,5,,,
127,Joint_Race_1,27,4,21,,,1,,5,,
128,Joint_Race_1,27,4,21,,,1,,,5,
129,Joint_Race_1,27,4,21,,,1,,,,5
130,Joint_Race_1,27,41,21,,,5,,,,
131,Joint_Race_1,27,41,21,,,1,5,,,
132,Joint_Race_1,27,41,21,,,1,,5,,
133,Joint_Race_1,27,41,21,,,1,,,5,
134,Joint_Race_1,27,41,21,,,1,,,,5
135,Joint_Race_1,27,42,21,,,5,,,,
136,Joint_Race_1,27,42,21,,,1,5,,,
137,Joint_Race_1,27,42,21,,,1,,5,,
138,Joint_Race_1,27,42,21,,,1,,,5,
139,Joint_Race_1,27,42,21,,,1,,,,5
140,Joint_Race_1,27,43,21,,,5,,,,
141,Joint_Race_1,27,43,21,,,1,5,,,
142,Joint_Race_1,27,43,21,,,1,,5,,
143,Joint_Race_1,27,43,21,,,1,,,5,
144,Joint_Race_1,27,43,21,,,1,,,,5
145,Joint_Race_1,27,44,21,,,5,,,,
146,Joint_Race_1,27,44,21,,,1,5,,,
147,Joint_Race_1,27,44,21,,,1,,5,,
148,Joint_Race_1,27,44,21,,,1,,,5,
149,Joint_Race_1,27,44,21,,,1,,,,5
150,Joint_Race_1,27,,1,,,5,,,,
151,Joint_Race_1,27,,1,,,1,5,,,
152,Joint_Race_1,27,,1,,,1,,5,,
153,Joint_Race_1,27,,1,,,1,,,5,
154,Joint_Race_1,27,,1,,,1,,,,5
155,Joint_Race_1,27,,2,,,5,,,,
156,Joint_Race_1,27,,2,,,1,5,,,
157,Joint_Race_1,27,,2,,,1,,5,,
158,Joint_Race_1,27,,2,,,1,,,5,
159,Joint_Race_1,27,,2,,,1,,,,5
160,Joint_Race_1,27,,21,,,5,,,,
161,Joint_Race_1,27,,21,,,1,5,,,
162,Joint_Race_1,27,,21,,,1,,5,,
163,Joint_Race_1,27,,21,,,1,,,5,
164,Joint_Race_1,27,,21,,,1,,,,5
165,Joint_Race_1,27,,22,,,5,,,,
166,Joint_Race_1,27,,22,,,1,5,,,
167,Joint_Race_1,27,,22,,,1,,5,,
168,Joint_Race_1,27,,22,,,1,,,5,
169,Joint_Race_1,27,,22,,,1,,,,5
170,Joint_Race_1,27,,23,,,5,,,,
171,Joint_Race_1,27,,23,,,1,5,,,
172,Joint_Race_1,27,,23,,,1,,5,,
173,Joint_Race_1,27,,23,,,1,,,5,
174,Joint_Race_1,27,,23,,,1,,,,5
175,Joint_Race_1,27,,24,,,5,,,,
176,Joint_Race_1,27,,24,,,1,5,,,
177,Joint_Race_1,27,,24,,,1,,5,,
178,Joint_Race_1,27,,24,,,1,,,5,
179,Joint_Race_1,27,,24,,,1,,,,5
180,Joint_Race_1,27,,25,,,5,,,,
181,Joint_Race_1,27,,25,,,1,5,,,
182,Joint_Race_1,27,,25,,,1,,5,,
183,Joint_Race_1,27,,25,,,1,,,5,
184,Joint_Race_1,27,,25,,,1,,,,5
185,Joint_Race_1,27,,26,,,5,,,,
186,Joint_Race_1,27,,26,,,1,5,,,
187,Joint_Race_1,27,,26,,,1,,5,,
188,Joint_Race_1,27,,26,,,1,,,5,
189,Joint_Race_1,27,,26,,,1,,,,5
190,Joint_Race_1,25,22,27,42,43,5,,,,
191,Joint_Race_1,25,22,27,42,43,3,5,,,
192,Joint_Race_1,25,22,27,42,43,3,,5,,
193,Joint_Race_1,25,22,27,42,43,3,,,5,
194,Joint_Race_1,25,22,27,42,43,3,,,,5
195,Joint_Race_1,27,,3,,,5,,,,
196,Joint_Race_1,27,,3,,,1,5,,,
197,Joint_Race_1,27,,3,,,1,,5,,
198,Joint_Race_1,27,,3,,,1,,,5,
199,Joint_Race_1,27,,3,,,1,,,,5
200,Joint_Race_1,27,,4,,,5,,,,
201,Joint_Race_1,27,,4,,,1,5,,,
202,Joint_Race_1,27,,4,,,1,,5,,
203,Joint_Race_1,27,,4,,,1,,,5,
204,Joint_Race_1,27,,4,,,1,,,,5
205,Joint_Race_1,27,,41,,,5,,,,
206,Joint_Race_1,27,,41,,,1,5,,,
207,Joint_Race_1,27,,41,,,1,,5,,
208,Joint_Race_1,27,,41,,,1,,,5,
209,Joint_Race_1,27,,41,,,1,,,,5
210,Joint_Race_1,27,,42,,,5,,,,
211,Joint_Race_1,27,,42,,,1,5,,,
212,Joint_Race_1,27,,42,,,1,,5,,
213,Joint_Race_1,27,,42,,,1,,,5,
214,Joint_Race_1,27,,42,,,1,,,,5
215,Joint_Race_1,27,,43,,,5,,,,
216,Joint_Race_1,27,,43,,,1,5,,,
217,Joint_Race_1,27,,43,,,1,,5,,
218,Joint_Race_1,27,,43,,,1,,,5,
219,Joint_Race_1,27,,43,,,1,,,,5
220,Joint_Race_1,27,,44,,,5,,,,
221,Joint_Race_1,27,,44,,,1,5,,,
222,Joint_Race_1,27,,44,,,1,,5,,
223,Joint_Race_1,27,,44,,,1,,,5,
224,Joint_Race_1,27,,44,,,1,,,,5
225,Joint_Race_1,27,,21,1,,5,,,,
226,Joint_Race_1,27,,21,1,,1,5,,,
227,Joint_Race_1,27,,21,1,,1,,5,,
228,Joint_Race_1,27,,21,1,,1,,,5,
229,Joint_Race_1,27,,21,1,,1,,,,5
230,Joint_Race_1,27,,21,2,,5,,,,
231,Joint_Race_1,27,,21,2,,1,5,,,
232,Joint_Race_1,27,,21,2,,1,,5,,
233,Joint_Race_1,27,,21,2,,1,,,5,
234,Joint_Race_1,27,,21,2,,1,,,,5
235,Joint_Race_1,25,22,41,21,43,5,,,,
236,Joint_Race_1,25,22,41,21,43,3,5,,,
237,Joint_Race_1,25,22,41,21,43,3,,5,,
238,Joint_Race_1,25,22,41,21,43,3,,,5,
239,Joint_Race_1,25,22,41,21,43,3,,,,5
240,Joint_Race_1,27,,21,22,,5,,,,
241,Joint_Race_1,27,,21,22,,1,5,,,
242,Joint_Race_1,27,,21,22,,1,,5,,
243,Joint_Race_1,27,,21,22,,1,,,5,
244,Joint_Race_1,27,,21,22,,1,,,,5
245,Joint_Race_1,27,,21,23,,5,,,,
246,Joint_Race_1,27,,21,23,,1,5,,,
247,Joint_Race_1,27,,21,23,,1,,5,,
248,Joint_Race_1,27,,21,23,,1,,,5,
249,Joint_Race_1,27,,21,23,,1,,,,5
250,Joint_Race_1,27,,21,24,,5,,,,
251,Joint_Race_1,27,,21,24,,1,5,,,
252,Joint_Race_1,27,,21,24,,1,,5,,
253,Joint_Race_1,27,,21,24,,1,,,5,
254,Joint_Race_1,27,,21,24,,1,,,,5
255,Joint_Race_1,27,,21,25,,5,,,,
256,Joint_Race_1,27,,21,25,,1,5,,,
257,Joint_Race_1,27,,21,25,,1,,5,,
258,Joint_Race_1,27,,21,25,,1,,,5,
259,Joint_Race_1,27,,21,25,,1,,,,5
260,Joint_Race_1,27,,21,26,,5,,,,
261,Joint_Race_1,27,,21,26,,1,5,,,
262,Joint_Race_1,27,,21,26,,1,,5,,
263,Joint_Race_1,27,,21,26,,1,,,5,
264,Joint_Race_1,27,,21,26,,1,,,,5
265,Joint_Race_1,25,22,41,27,43,5,,,,
266,Joint_Race_1,25,22,41,27,43,3,5,,,
267,Joint_Race_1,25,22,41,27,43,3,,5,,
268,Joint_Race_1,25,22,41,27,43,3,,,5,
269,Joint_Race_1,25,22,41,27,43,3,,,,5
270,Joint_Race_1,27,,21,3,,5,,,,
271,Joint_Race_1,27,,21,3,,1,5,,,
272,Joint_Race_1,27,,21,3,,1,,5,,
273,Joint_Race_1,27,,21,3,,1,,,5,
274,Joint_Race_1,27,,21,3,,1,,,,5
275,Joint_Race_1,27,,21,4,,5,,,,
276,Joint_Race_1,27,,21,4,,1,5,,,
277,Joint_Race_1,27,,21,4,,1,,5,,
278,Joint_Race_1,27,,21,4,,1,,,5,
279,Joint_Race_1,27,,21,4,,1,,,,5
280,Joint_Race_1,27,,21,41,,5,,,,
281,Joint_Race_1,27,,21,41,,1,5,,,
282,Joint_Race_1,27,,21,41,,1,,5,,
283,Joint_Race_1,27,,21,41,,1,,,5,
284,Joint_Race_1,27,,21,41,,1,,,,5
285,Joint_Race_1,27,,21,42,,5,,,,
286,Joint_Race_1,27,,21,42,,1,5,,,
287,Joint_Race_1,27,,21,42,,1,,5,,
288,Joint_Race_1,27,,21,42,,1,,,5,
289,Joint_Race_1,27,,21,42,,1,,,,5
290,Joint_Race_1,27,,21,43,,5,,,,
291,Joint_Race_1,27,,21,43,,1,5,,,
292,Joint_Race_1,27,,21,43,,1,,5,,
293,Joint_Race_1,27,,21,43,,1,,,5,
294,Joint_Race_1,27,,21,43,,1,,,,5
295,Joint_Race_1,27,,21,44,,5,,,,
296,Joint_Race_1,27,,21,44,,1,5,,,
297,Joint_Race_1,27,,21,44,,1,,5,,
298,Joint_Race_1,27,,21,44,,1,,,5,
299,Joint_Race_1,27,,21,44,,1,,,,5
300,Joint_Race_1,27,,21,,1,5,,,,
301,Joint_Race_1,27,,21,,1,1,5,,,
302,Joint_Race_1,27,,21,,1,1,,5,,
303,Joint_Race_1,27,,21,,1,1,,,5,
304,Joint_Race_1,27,,21,,1,1,,,,5
305,Joint_Race_1,27,,21,,2,5,,,,
306,Joint_Race_1,27,,21,,2,1,5,,,
307,Joint_Race_1,27,,21,,2,1,,5,,
308,Joint_Race_1,27,,21,,2,1,,,5,
309,Joint_Race_1,27,,21,,2,1,,,,5
310,Joint_Race_1,25,22,41,42,21,5,,,,
311,Joint_Race_1,25,22,41,42,21,3,5,,,
312,Joint_Race_1,25,22,41,42,21,3,,5,,
313,Joint_Race_1,25,22,41,42,21,3,,,5,
314,Joint_Race_1,25,22,41,42,21,3,,,,5
315,Joint_Race_1,27,,21,,22,5,,,,
316,Joint_Race_1,27,,21,,22,1,5,,,
317,Joint_Race_1,27,,21,,22,1,,5,,
318,Joint_Race_1,27,,21,,22,1,,,5,
319,Joint_Race_1,27,,21,,22,1,,,,5
320,Joint_Race_1,27,,21,,23,5,,,,
321,Joint_Race_1,27,,21,,23,1,5,,,
322,Joint_Race_1,27,,21,,23,1,,5,,
323,Joint_Race_1,27,,21,,23,1,,,5,
324,Joint_Race_1,27,,21,,23,1,,,,5
325,Joint_Race_1,27,,21,,24,5,,,,
326,Joint_Race_1,27,,21,,24,1,5,,,
327,Joint_Race_1,27,,21,,24,1,,5,,
328,Joint_Race_1,27,,21,,24,1,,,5,
329,Joint_Race_1,27,,21,,24,1,,,,5
330,Joint_Race_1,27,,21,,25,5,,,,
331,Joint_Race_1,27,,21,,25,1,5,,,
332,Joint_Race_1,27,,21,,25,1,,5,,
333,Joint_Race_1,27,,21,,25,1,,,5,
334,Joint_Race_1,27,,21,,25,1,,,,5
335,Joint_Race_1,27,,21,,26,5,,,,
336,Joint_Race_1,27,,21,,26,1,5,,,
337,Joint_Race_1,27,,21,,26,1,,5,,
338,Joint_Race_1,27,,21,,26,1,,,5,
339,Joint_Race_1,27,,21,,26,1,,,,5
340,Joint_Race_1,25,22,41,42,27,5,,,,
341,Joint_Race_1,25,22,41,42,27,3,5,,,
342,Joint_Race_1,25,22,41,42,27,3,,5,,
343,Joint_Race_1,25,22,41,42,27,3,,,5,
344,Joint_Race_1,25,22,41,42,27,3,,,,5
345,Joint_Race_1,27,,21,,3,5,,,,
346,Joint_Race_1,27,,21,,3,1,5,,,
347,Joint_Race_1,27,,21,,3,1,,5,,
348,Joint_Race_1,27,,21,,3,1,,,5,
349,Joint_Race_1,27,,21,,3,1,,,,5
350,Joint_Race_1,27,,21,,4,5,,,,
351,Joint_Race_1,27,,21,,4,1,5,,,
352,Joint_Race_1,27,,21,,4,1,,5,,
353,Joint_Race_1,27,,21,,4,1,,,5,
354,Joint_Race_1,27,,21,,4,1,,,,5
355,Joint_Race_1,27,,21,,41,5,,,,
356,Joint_Race_1,27,,21,,41,1,5,,,
357,Joint_Race_1,27,,21,,41,1,,5,,
358,Joint_Race_1,27,,21,,41,1,,,5,
359,Joint_Race_1,27,,21,,41,1,,,,5
360,Joint_Race_1,27,,21,,42,5,,,,
361,Joint_Race_1,27,,21,,42,1,5,,,
362,Joint_Race_1,27,,21,,42,1,,5,,
363,Joint_Race_1,27,,21,,42,1,,,5,
364,Joint_Race_1,27,,21,,42,1,,,,5
365,Joint_Race_1,27,,21,,43,5,,,,
366,Joint_Race_1,27,,21,,43,1,5,,,
367,Joint_Race_1,27,,21,,43,1,,5,,
368,Joint_Race_1,27,,21,,43,1,,,5,
369,Joint_Race_1,27,,21,,43,1,,,,5
370,Joint_Race_1,27,,21,,44,5,,,,
371,Joint_Race_1,27,,21,,44,1,5,,,
372,Joint_Race_1,27,,21,,44,1,,5,,
373,Joint_Race_1,27,,21,,44,1,,,5,
374,Joint_Race_1,27,,21,,44,1,,,,5
0,Joint_Race_2,5,,,,,1,,,,
1,Joint_Race_2,5,,,,,4,1,,,
2,Joint_Race_2,5,,,,,4,,1,,
3,Joint_Race_2,5,,,,,4,,,1,
4,Joint_Race_2,5,,,,,4,,,,1
5,Joint_Race_2,5,,,,,2,,,,
6,Joint_Race_2,5,,,,,1,2,,,
7,Joint_Race_2,5,,,,,1,,2,,
8,Joint_Race_2,5,,,,,1,,,2,
9,Joint_Race_2,5,,,,,1,,,,2
10,Joint_Race_2,5,,,,,21,,,,
11,Joint_Race_2,5,,,,,27,21,24,,1
12,Joint_Race_2,5,,,,,27,,21,,1
13,Joint_Race_2,5,,,,,27,,24,21,1
14,Joint_Race_2,5,,,,,27,,24,,21
15,Joint_Race_2,5,,,,,22,,,,
16,Joint_Race_2,5,,,,,27,22,24,,1
17,Joint_Race_2,5,,,,,27,,22,,1
18,Joint_Race_2,5,,,,,27,,24,22,1
19,Joint_Race_2,5,,,,,27,,24,,22
20,Joint_Race_2,5,,,,,23,,,,
21,Joint_Race_2,5,,,,,27,23,24,,1
22,Joint_Race_2,5,,,,,27,,23,,1
23,Joint_Race_2,5,,,,,27,,24,23,1
24,Joint_Race_2,5,,,,,27,,24,,23
25,Joint_Race_2,5,,,,,24,,,,
26,Joint_Race_2,5,,,,,5,24,4,,1
27,Joint_Race_2,5,,,,,27,,24,,1
28,Joint_Race_2,5,,,,,5,2,4,24,1
29,Joint_Race_2,5,,,,,5,2,4,,24
30,Joint_Race_2,5,,,,,25,,,,
31,Joint_Race_2,5,,,,,27,25,24,,1
32,Joint_Race_2,5,,,,,27,,25,,1
33,Joint_Race_2,5,,,,,27,,24,25,1
34,Joint_Race_2,5,,,,,27,,24,,25
35,Joint_Race_2,5,,,,,26,,,,
36,Joint_Race_2,5,,,,,27,26,24,,1
37,Joint_Race_2,5,,,,,27,,26,,1
38,Joint_Race_2,5,,,,,27,,24,26,1
39,Joint_Race_2,5,,,,,27,,24,,26
40,Joint_Race_2,5,,,,,27,,,,
41,Joint_Race_2,5,,,,,5,27,4,,1
42,Joint_Race_2,5,,,,,5,2,27,,1
43,Joint_Race_2,5,,,,,5,2,4,27,1
44,Joint_Race_2,5,,,,,5,2,4,,27
45,Joint_Race_2,5,,,,,3,,,,
46,Joint_Race_2,5,,,,,1,3,,,
47,Joint_Race_2,5,,,,,1,,3,,
48,Joint_Race_2,5,,,,,1,,,3,
49,Joint_Race_2,5,,,,,1,,,,3
50,Joint_Race_2,5,,,,,4,,,,
51,Joint_Race_2,5,,,,,1,4,,,
52,Joint_Race_2,5,,,,,1,,4,,
53,Joint_Race_2,5,,,,,1,,,4,
54,Joint_Race_2,5,,,,,1,,,,4
55,Joint_Race_2,5,,,,,41,,,,
56,Joint_Race_2,5,,,,,27,41,24,,1
57,Joint_Race_2,5,,,,,27,,41,,1
58,Joint_Race_2,5,,,,,27,,24,41,1
59,Joint_Race_2,5,,,,,27,,24,,41
60,Joint_Race_2,5,,,,,42,,,,
61,Joint_Race_2,5,,,,,27,42,24,,1
62,Joint_Race_2,5,,,,,27,,42,,1
63,Joint_Race_2,5,,,,,27,,24,42,1
64,Joint_Race_2,5,,,,,27,,24,,42
65,Joint_Race_2,5,,,,,43,,,,
66,Joint_Race_2,5,,,,,27,43,24,,1
67,Joint_Race_2,5,,,,,27,,43,,1
68,Joint_Race_2,5,,,,,27,,24,43,1
69,Joint_Race_2,5,,,,,27,,24,,43
70,Joint_Race_2,5,,,,,44,,,,
71,Joint_Race_2,5,,,,,27,44,24,,1
72,Joint_Race_2,5,,,,,27,,44,,1
73,Joint_Race_2,5,,,,,27,,24,44,1
74,Joint_Race_2,5,,,,,27,,24,,44
